2017-05-07 10:35:14,385 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:44:23,092 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='P', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:23,592 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Q', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:25,094 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='N', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:25,594 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='V', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:26,098 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='U', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:26,602 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='C', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:27,607 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Z', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:28,611 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Y', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:29,620 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='I', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:30,121 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='E', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:31,127 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='K', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:32,630 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='D', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:33,133 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='G', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:40,679 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='W', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:42,187 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='M', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:43,700 INFO  service.WebSocketService - 发送信息：WebSocketData{state=4, letter='end', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:43,701 INFO  service.WebSocketService - 发送信息：WebSocketData{state=4, letter='end', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:43,703 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:44:43,703 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:44:43,705 INFO  service.WebSocketService - 对战信息存储成功：OnlineRecord{onlineRecordId='149412868370140', userId1='1', userId2='1', userScore1='0', userScore2='0'}
2017-05-07 20:03:31,273 INFO  interceptor.LoginInterceptor - 用户未登录需要登录！
2017-05-07 20:03:33,850 INFO  controller.IndexController - login取得的用户名和密码为：dd,d
2017-05-07 20:03:33,899 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 20:03:33,900 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 20:03:33,901 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 20:03:37,615 INFO  controller.IndexController - login取得的用户名和密码为：dd,d
2017-05-07 20:03:37,659 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 20:03:37,659 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 20:03:37,660 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 20:03:39,125 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 20:03:43,231 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 20:03:43,232 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 20:04:00,818 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 20:04:00,884 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 20:04:00,885 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 20:04:00,887 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 20:04:02,639 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 20:04:02,640 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 20:04:02,640 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149415864264065', letterQueue=[start, M, F, G, E, D, B, D, K, S, D, Z, E, E, C, K, W, N, V, K, C, K, X, J, O, M, C, T, P, G, U, Q, Y, K, L, Y, U, M, G, I, N, Z, V, H, T, V, N, L, A, G, F, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=18, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=19, uri=/websocket], state=1, score=0}}
2017-05-07 20:04:02,641 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 20:04:03,146 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149415864264065'}
2017-05-07 20:04:55,431 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 20:04:55,504 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 20:04:55,505 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 20:04:55,506 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
